object_id_cmso,frame_cmso,x_coord_cmso,y_coord_cmso
256,38,51.56355787735434,111.50255892606638
257,38,116.27481733347051,116.01648886398765
258,39,108.35134957278198,18.542004411892105
259,39,51.49814663496973,114.49577347497011
260,39,116.215299760777,116.01981783118045
261,40,108.35547057023152,23.496090597295208
262,40,116.3684476861098,116.14967090017316
263,40,51.43556478029734,117.41248030771155
264,46,108.52345130865848,43.615399587032705
265,46,116.34828180929765,116.27613601895362
266,42,108.45653692967143,31.4414593551614
267,42,116.26390122784814,116.23169271911588
268,43,108.48103283078916,35.512457211921
269,43,116.42850472774408,116.03884302419127
270,45,108.37865019689649,39.44116910850594
271,45,116.27320422296259,115.8914754560413
272,44,116.35754486491095,115.97190550759278
273,48,108.49634523182104,51.39735977392911
274,48,116.25575529326264,116.00293061169018
275,47,108.37431648039039,47.62860991141117
276,47,116.34188710351421,116.25350764379685
277,49,108.4723038283297,55.51410881697516
278,49,116.31978336345261,116.06217353482926
146,2,64.08129710431797,9.969018675051062
147,2,116.24708580712668,116.06568600867821
148,6,59.69272615446574,19.517076246014263
149,6,116.32688272633152,116.13313153878289
150,5,59.500814810741275,19.492670823585243
151,5,116.30819056710061,116.34303474713647
152,1,64.11593098104449,6.182847027124814
153,1,116.19104725525706,116.27656806606487
154,4,62.40962729020481,16.323516627048416
155,4,116.47019000608381,115.94911771440738
156,7,57.56036222260653,21.631290990792333
157,7,116.48158917063863,115.99548669614889
158,3,63.615813925549745,12.589188286523187
159,3,116.43186845631492,116.13018614136492
160,8,57.49136655479972,22.461925250263246
161,8,116.41602294782598,115.99379598897559
162,0,63.97060758476788,4.0173591494043315
163,0,116.29367404313167,116.35936588737474
164,9,61.76115755546348,25.45705944057251
165,9,52.32125536855262,25.59344247088455
166,9,116.25925796410317,116.07077347035957
167,11,48.52001526649574,29.56895169349799
168,11,62.6253152245816,33.51294258844961
169,11,116.30609380219627,115.85663795918292
170,10,49.38276255546171,28.442699324130583
171,10,62.60033904152227,29.564660755914623
172,10,116.24413548415102,115.88222391860154
173,15,36.48294115129169,41.568587116218865
174,15,64.00790870203258,46.3808993984223
175,15,116.30467748484486,116.11996395648077
176,16,32.19166231591445,44.36767772884523
177,16,41.767479302121956,47.7233413969218
178,16,63.54037748459343,51.61538901020098
179,16,116.50827750374309,115.99547924348451
180,12,45.52847915588969,32.480773407170055
181,12,62.49125153445698,36.53713714031461
182,12,116.27985466585486,115.97465060612528
183,14,39.56619583395047,37.36586294731695
184,14,62.493523715843196,40.708212797229166
185,14,116.30549040088543,116.13149332089681
186,19,17.3878869135144,47.37451496921255
187,19,41.7070351733717,56.55984106464307
188,19,59.4036051949398,62.4564853139908
189,19,116.23649684908662,115.95364915676447
190,13,42.42843176561435,34.37720910861731
191,13,62.576342466892974,38.563744674019375
192,13,116.33729631152029,116.28717264017796
193,17,27.45535630826003,46.532225957125604
194,17,41.47720356635321,51.50783034129416
195,17,63.68624939724917,55.53168633570495
196,17,116.4661387945643,116.14651436242801
197,18,23.458222760416067,49.59861153034813
198,18,41.58462296593919,54.56240394462096
199,18,61.59953832825643,57.463675445567276
200,18,116.2734859527512,115.89072913896034
201,21,9.473469051116195,40.511470664381385
202,21,41.485918977495466,63.47089575986025
203,21,59.625947421407574,72.4411403237578
204,21,116.42196345551635,116.10136051295983
205,20,12.4127251000658,44.51810336161036
206,20,41.50199025986903,59.48801801370298
207,20,59.39998954743915,67.59823144280597
208,20,116.41033661156129,115.88832943567839
209,22,9.47640490746821,36.61823447909017
210,22,41.62058023798262,67.55835654627286
211,22,59.399896661529894,76.58019392791864
212,22,116.296458157832,116.1029969437217
213,24,9.489434419316002,27.53354471401253
214,24,41.5816030113594,75.5759891839959
215,24,59.46943839196814,79.48962731887242
216,24,116.30334032746515,115.80424512275798
217,23,9.41221522227532,32.4538669474915
218,23,41.51701746424323,71.49617233921707
219,23,59.51105073351895,78.53190778924508
220,23,116.11093900945744,115.98784634241287
221,25,9.441501798041712,22.498533266322816
222,25,44.458733053158454,79.42995993440869
223,25,59.53632834582239,79.52757719968976
224,25,116.37561079111721,116.14406961862392
225,29,22.688004760087914,10.458600160049931
226,29,51.292858765585706,93.18403496026204
227,29,116.39330000765143,116.04864265813076
228,26,9.6668578062528,17.535610904848504
229,26,50.30574051817357,82.45825054489035
230,26,116.38283203208456,116.12492977008615
231,27,13.493485148016157,14.506909828842144
232,27,51.426596846496714,86.56977541272887
233,27,116.41309293981556,116.31950984231676
234,28,18.65969060683258,12.543696121547645
235,28,51.62969637654866,91.48949076145169
236,28,116.24562396825517,116.15441795828632
237,33,51.54906358882729,102.46599687957247
238,33,116.26310168835809,116.35552710109874
239,31,51.475251949437606,98.4999008148126
240,31,116.35887871035197,115.9970757099027
241,30,51.57941200535003,97.67205727525418
242,30,116.38377001205747,115.97424062288383
243,34,51.686467310443824,103.50836803448459
244,34,116.30751638737885,116.09344379784238
245,35,51.60355055005795,104.52940472094932
246,35,116.25609232878577,116.11717232360895
247,37,51.54365430269237,108.4774302376197
248,37,116.21115700507565,114.96295031417327
249,32,51.43646640421494,100.55663185059505
250,32,116.31044048344661,115.92482938958749
251,36,51.50651411316386,107.5146993860862
252,36,116.38074637197998,116.16134938009573
253,41,108.40358563600557,27.48689756097047
254,41,116.18669423315563,116.11878337696672
255,41,51.501694646481944,120.57172706955954
